Id,Geographic Code,Geographic Value,Year,Sex,Rate,Low,High
25367440,COUNTRY,Netherlands,2017,Male,461.1019,376.1854,557.6582
25367441,COUNTRY,Netherlands,2016,Female,178.2261,140.9463,220.5931
25367442,COUNTRY,Netherlands,2005,Male,616.1903,537.6286,700.372
25367443,COUNTRY,Netherlands,2017,Female,170.8981,132.2245,215.2183
25367444,COUNTRY,Netherlands,2016,Both sexes,648,529.9272,781.5793
25367445,COUNTRY,Netherlands,2011,Both sexes,681,577.4748,794.682
25367446,COUNTRY,Netherlands,2009,Female,205.4222,168.7836,246.0598
25367447,COUNTRY,Netherlands,2010,Female,178.9269,146.3679,215.3633
25367448,COUNTRY,Netherlands,2014,Both sexes,588,489.7322,696.5557
25367449,COUNTRY,Netherlands,2009,Both sexes,742,634.3974,860.2999
25367450,COUNTRY,Netherlands,2016,Male,469.7739,388.9809,560.9862
25367451,COUNTRY,Netherlands,2019,Male,488.4264,388.0235,602.6813
25367452,COUNTRY,Netherlands,2010,Both sexes,660,561.6059,768.284
25367453,COUNTRY,Netherlands,2017,Both sexes,632,508.4099,772.8766
25367454,COUNTRY,Netherlands,2015,Both sexes,640,529.2162,762.0637
25367455,COUNTRY,Netherlands,2005,Both sexes,842,724.8879,969.8604
25367456,COUNTRY,Netherlands,2018,Female,207.032,159.6219,263.3876
25367457,COUNTRY,Netherlands,2014,Female,164.3714,131.9638,201.132
25368298,COUNTRY,Norway,2017,Female,25.34004,22.76533,27.98895
25368299,COUNTRY,Norway,2002,Female,79.12216,71.90086,86.36861
25368300,COUNTRY,Norway,2018,Male,88.51103,80.31905,97.3994
25368301,COUNTRY,Norway,2019,Female,25.57808,22.66865,31.53102
25368302,COUNTRY,Norway,2001,Female,88.90465,81.03861,96.30186
25368303,COUNTRY,Norway,2006,Male,177.1142,164.1221,190.2507
25368304,COUNTRY,Norway,2008,Male,202.4605,185.7989,218.6841
25368305,COUNTRY,Norway,2016,Both sexes,143,130.3547,155.534
25368306,COUNTRY,Norway,2007,Male,170.6221,158.2618,183.5418
25368307,COUNTRY,Norway,2003,Both sexes,306,282.2462,330.0476
25368308,COUNTRY,Norway,2000,Male,264.1678,243.533,283.3543
25368309,COUNTRY,Norway,2012,Female,37.96652,34.0608,41.71995
25368310,COUNTRY,Norway,2014,Male,119.1071,109.2935,128.9129
25368311,COUNTRY,Norway,2016,Male,117.9832,107.8835,127.9874
25368312,COUNTRY,Norway,2018,Female,25.68322,22.76404,31.29734
25368313,COUNTRY,Norway,2011,Male,117.6853,108.3568,126.8884
25368314,COUNTRY,Norway,2011,Female,55.31467,49.75066,60.24582
25368315,COUNTRY,Norway,2017,Male,86.79665,78.96214,95.13482
25368316,COUNTRY,Norway,2008,Both sexes,263,240.3192,284.8702
25368317,COUNTRY,Norway,2001,Male,208.0953,193.1395,222.2255
25368318,COUNTRY,Norway,2010,Female,53.70424,48.24093,58.62598
25368319,COUNTRY,Norway,2013,Male,141.0641,130.197,152.2243
25368320,COUNTRY,Norway,2015,Male,97.16892,89.37413,105.2283
25368321,COUNTRY,Norway,2014,Both sexes,155,141.667,168.5672
25368322,COUNTRY,Norway,2004,Female,81.04542,73.57871,87.84231
25368323,COUNTRY,Norway,2012,Both sexes,151,138.677,163.4892
25368324,COUNTRY,Norway,2017,Both sexes,112.1367,101.7275,123.1238
25368325,COUNTRY,Norway,2003,Male,226.0394,210.2579,242.5838
25368326,COUNTRY,Norway,2019,Both sexes,114.1942,102.899,128.8907
25368327,COUNTRY,Norway,2000,Female,97.83217,89.52276,105.6097
25368328,COUNTRY,Norway,2003,Female,79.96059,71.98828,87.46383
25368329,COUNTRY,Norway,2002,Male,256.8778,239.4858,274.23
25368330,COUNTRY,Norway,2011,Both sexes,173,158.1075,187.1342
25368331,COUNTRY,Norway,2008,Female,60.53953,54.52031,66.18609
25368332,COUNTRY,Norway,2019,Male,88.61616,80.2304,97.35967
25368333,COUNTRY,Norway,2010,Male,160.2958,148.0072,172.6968
25368334,COUNTRY,Norway,2015,Both sexes,133,121.7841,144.5605
25368335,COUNTRY,Norway,2000,Both sexes,362,333.0558,388.964
25368336,COUNTRY,Norway,2005,Both sexes,245,225.8823,263.4637
25368337,COUNTRY,Norway,2010,Both sexes,214,196.2482,231.3228
25368338,COUNTRY,Norway,2004,Male,207.9546,193.2283,223.5295
25368339,COUNTRY,Norway,2015,Female,35.83108,32.41002,39.33221
25368340,COUNTRY,Norway,2009,Male,172.955,159.4124,186.0885
25368341,COUNTRY,Norway,2002,Both sexes,336,311.3867,360.5986
25368342,COUNTRY,Norway,2009,Both sexes,222,203.6907,239.545
25368343,COUNTRY,Norway,2007,Female,69.37791,62.97313,75.46843
25368344,COUNTRY,Norway,2009,Female,49.04496,44.27826,53.45641
25368345,COUNTRY,Norway,2016,Female,25.01682,22.47119,27.54651
25368346,COUNTRY,Norway,2004,Both sexes,289,266.807,311.3718
25368347,COUNTRY,Norway,2013,Female,51.93593,46.53204,56.87388
25368348,COUNTRY,Norway,2013,Both sexes,193,176.729,209.0982
25368349,COUNTRY,Norway,2014,Female,35.89289,32.37356,39.65435
25368350,COUNTRY,Norway,2005,Female,76.4368,69.62191,82.80688
25368351,COUNTRY,Norway,2005,Male,168.5632,156.2604,180.6569
25368352,COUNTRY,Norway,2001,Both sexes,297,274.1781,318.5273
25368353,COUNTRY,Norway,2018,Both sexes,114.1942,103.0831,128.6967
25368354,COUNTRY,Norway,2006,Female,72.88584,65.4884,79.63402
25368355,COUNTRY,Norway,2007,Both sexes,240,221.2349,259.0103
25368356,COUNTRY,Norway,2012,Male,113.0335,104.6162,121.7692
25368357,COUNTRY,Norway,2006,Both sexes,250,229.6105,269.8847
25369198,COUNTRY,Nepal,2011,Female,1418.265,1216.961,1619.57
25369199,COUNTRY,Nepal,2017,Both sexes,4476.184,3791.934,5156.043
25369200,COUNTRY,Nepal,2014,Female,1515.928,1286.135,1746.075
25369201,COUNTRY,Nepal,2016,Both sexes,4622,3924,5313
25369202,COUNTRY,Nepal,2017,Female,1645.285,1393.779,1895.177
25369203,COUNTRY,Nepal,2006,Both sexes,4147,3523,4771
25369204,COUNTRY,Nepal,2012,Female,1416.341,1197.439,1635.576
25369205,COUNTRY,Nepal,2000,Both sexes,3717,3129,4306
25369206,COUNTRY,Nepal,2013,Female,1460.625,1235.569,1685.336
25369207,COUNTRY,Nepal,2015,Male,2810.188,2387.128,3232.61
25369208,COUNTRY,Nepal,2016,Male,2933.294,2490.317,3371.829
25369209,COUNTRY,Nepal,2004,Female,1292.516,1102.384,1482.649
25369210,COUNTRY,Nepal,2009,Both sexes,4226,3616,4836
25369211,COUNTRY,Nepal,2016,Female,1688.706,1433.683,1941.171
25369212,COUNTRY,Nepal,2004,Male,2745.484,2341.616,3149.351
25369213,COUNTRY,Nepal,2013,Male,2777.375,2349.431,3204.664
25369214,COUNTRY,Nepal,2005,Male,2784.987,2359.54,3211.108
25369215,COUNTRY,Nepal,2008,Male,2862.159,2443.999,3280.318
25369216,COUNTRY,Nepal,2006,Male,2797.995,2376.98,3219.01
25369217,COUNTRY,Nepal,2015,Female,1593.812,1353.872,1833.39
25369218,COUNTRY,Nepal,2002,Both sexes,3779,3203,4356
25369219,COUNTRY,Nepal,2014,Both sexes,4288,3638,4939
25369220,COUNTRY,Nepal,2001,Male,2569.441,2170.853,2968.028
25369221,COUNTRY,Nepal,2009,Female,1360.309,1163.955,1556.662
25369222,COUNTRY,Nepal,2018,Female,1675.68,1418.281,1931.123
25369223,COUNTRY,Nepal,2009,Male,2865.691,2452.045,3279.338
25369224,COUNTRY,Nepal,2017,Male,2830.899,2398.155,3260.866
25369225,COUNTRY,Nepal,2006,Female,1349.005,1146.02,1551.99
25369226,COUNTRY,Nepal,2002,Female,1195.764,1013.504,1378.34
25369227,COUNTRY,Nepal,2003,Female,1235.695,1050.901,1420.81
25369228,COUNTRY,Nepal,2007,Male,2842.835,2420.999,3265.345
25369229,COUNTRY,Nepal,2018,Both sexes,4561.096,3860.471,5256.396
25369230,COUNTRY,Nepal,2010,Both sexes,4255,3647,4862
25369231,COUNTRY,Nepal,2015,Both sexes,4404,3741,5066
25369232,COUNTRY,Nepal,2004,Both sexes,4038,3444,4632
25369233,COUNTRY,Nepal,2013,Both sexes,4238,3585,4890
25369234,COUNTRY,Nepal,2018,Male,2885.416,2442.191,3325.273
25369235,COUNTRY,Nepal,2000,Male,2582.98,2174.373,2992.282
25369236,COUNTRY,Nepal,2011,Both sexes,4347,3730,4964
25369237,COUNTRY,Nepal,2001,Female,1156.559,977.1467,1335.972
25369238,COUNTRY,Nepal,2003,Both sexes,3865,3287,4444
25369239,COUNTRY,Nepal,2001,Both sexes,3726,3148,4304
25369240,COUNTRY,Nepal,2005,Female,1339.013,1134.46,1543.892
25369241,COUNTRY,Nepal,2003,Male,2629.305,2236.099,3023.19
25369242,COUNTRY,Nepal,2008,Both sexes,4230,3612,4848
25369243,COUNTRY,Nepal,2011,Male,2928.735,2513.039,3344.43
25369244,COUNTRY,Nepal,2014,Male,2772.072,2351.865,3192.925
25369245,COUNTRY,Nepal,2007,Both sexes,4212,3587,4838
25369246,COUNTRY,Nepal,2019,Female,1707.157,1443.653,1968.352
25369247,COUNTRY,Nepal,2008,Female,1367.841,1168.001,1567.682
25369248,COUNTRY,Nepal,2007,Female,1369.165,1166.001,1572.655
25369249,COUNTRY,Nepal,2019,Male,2947.329,2492.399,3398.268
25369250,COUNTRY,Nepal,2002,Male,2583.236,2189.496,2977.66
25369251,COUNTRY,Nepal,2005,Both sexes,4124,3494,4755
25369252,COUNTRY,Nepal,2010,Male,2880.718,2469.09,3291.669
25369253,COUNTRY,Nepal,2012,Male,2821.659,2385.561,3258.424
25369254,COUNTRY,Nepal,2012,Both sexes,4238,3583,4894
25369255,COUNTRY,Nepal,2000,Female,1134.02,954.627,1313.718
25369256,COUNTRY,Nepal,2010,Female,1374.282,1177.91,1570.331
25369257,COUNTRY,Nepal,2019,Both sexes,4654.486,3936.052,5366.62
25370098,COUNTRY,New Zealand,2016,Female,113.2918,90.81959,137.4839
25370099,COUNTRY,New Zealand,2002,Male,302.1978,264.9399,341.4295
25370100,COUNTRY,New Zealand,2005,Male,301.1059,265.7996,339.3085
25370101,COUNTRY,New Zealand,2011,Both sexes,323,276.5458,374.6759
25370102,COUNTRY,New Zealand,2012,Female,94.98766,78.5352,113.668
25370103,COUNTRY,New Zealand,2005,Female,122.8941,104.5501,143.0275
25370104,COUNTRY,New Zealand,2007,Female,151.9313,128.6662,178.2855
25370105,COUNTRY,New Zealand,2006,Male,295.4534,259.2781,335.1004
25370106,COUNTRY,New Zealand,2016,Male,250.7082,206.9642,296.0315
25370107,COUNTRY,New Zealand,2009,Male,279.596,243.8212,319.1084
25370108,COUNTRY,New Zealand,2013,Both sexes,279,234.8623,327.2887
25370109,COUNTRY,New Zealand,2012,Male,245.0123,209.9411,283.8931
25370110,COUNTRY,New Zealand,2002,Both sexes,449,389.6802,512.7754
25370111,COUNTRY,New Zealand,2009,Female,135.404,114.0058,159.7537
25370112,COUNTRY,New Zealand,2017,Female,134.4137,107.1937,163.9468
25370113,COUNTRY,New Zealand,2019,Female,148.4491,117.1385,182.8289
25370114,COUNTRY,New Zealand,2015,Male,250.3417,210.4913,292.0284
25370115,COUNTRY,New Zealand,2017,Male,286.8326,235.1285,340.8679
25370116,COUNTRY,New Zealand,2011,Male,231.279,200.3798,265.2257
25370117,COUNTRY,New Zealand,2006,Both sexes,421,365.0445,482.9366
25370118,COUNTRY,New Zealand,2012,Both sexes,340,288.4763,397.5611
25370119,COUNTRY,New Zealand,2006,Female,125.5466,105.7664,147.8363
25370120,COUNTRY,New Zealand,2008,Male,262.605,231.4748,297.5229
25370121,COUNTRY,New Zealand,2018,Both sexes,420.1662,339.298,507.5611
25370122,COUNTRY,New Zealand,2001,Both sexes,469,408.4589,534.2027
25370123,COUNTRY,New Zealand,2003,Male,332.6844,293.2992,373.591
25370124,COUNTRY,New Zealand,2002,Female,146.8022,124.7403,171.3459
25370125,COUNTRY,New Zealand,2003,Both sexes,491,427.9783,557.9205
25370126,COUNTRY,New Zealand,2015,Both sexes,356,295.8809,419.5444
25370127,COUNTRY,New Zealand,2009,Both sexes,415,357.827,478.862
25370128,COUNTRY,New Zealand,2018,Male,284.477,231.9316,340.8687
25370129,COUNTRY,New Zealand,2004,Female,147.3539,126.397,170.4468
25370130,COUNTRY,New Zealand,2014,Female,115.1062,93.54851,139.5708
25370131,COUNTRY,New Zealand,2001,Female,155.1956,131.6275,181.559
25370132,COUNTRY,New Zealand,2014,Male,211.8938,179.7278,246.2199
25370133,COUNTRY,New Zealand,2017,Both sexes,421.2463,342.3221,504.8148
25370134,COUNTRY,New Zealand,2003,Female,158.3156,134.6791,184.3295
25370135,COUNTRY,New Zealand,2015,Female,105.6583,85.38961,127.516
25370136,COUNTRY,New Zealand,2004,Both sexes,457,398.8451,521.051
25370137,COUNTRY,New Zealand,2007,Both sexes,443,385.8185,506.6099
25370138,COUNTRY,New Zealand,2005,Both sexes,424,370.3496,482.336
25370139,COUNTRY,New Zealand,2007,Male,291.0687,257.1523,328.3245
25370140,COUNTRY,New Zealand,2010,Both sexes,407,350.1746,470.9349
25370141,COUNTRY,New Zealand,2000,Female,156.224,133.209,181.8708
25370142,COUNTRY,New Zealand,2008,Both sexes,392,340.5771,450.2102
25370143,COUNTRY,New Zealand,2014,Both sexes,327,273.2763,385.7907
25370144,COUNTRY,New Zealand,2008,Female,129.395,109.1024,152.6873
25370145,COUNTRY,New Zealand,2010,Male,291.0999,253.4155,333.056
25370146,COUNTRY,New Zealand,2013,Male,196.9327,167.0592,229.2246
25370147,COUNTRY,New Zealand,2019,Male,309.5027,250.8562,373.0593
25370148,COUNTRY,New Zealand,2018,Female,135.6891,107.3664,166.6924
25370149,COUNTRY,New Zealand,2019,Both sexes,457.9518,367.9948,555.8883
25370150,COUNTRY,New Zealand,2011,Female,91.721,76.16603,109.4502
25370151,COUNTRY,New Zealand,2001,Male,313.8044,276.8313,352.6436
25370152,COUNTRY,New Zealand,2004,Male,309.6461,272.4481,350.6043
25370153,COUNTRY,New Zealand,2016,Both sexes,364,297.7838,433.5155
25370154,COUNTRY,New Zealand,2000,Both sexes,476,413.899,542.0854
25370155,COUNTRY,New Zealand,2013,Female,82.0673,67.80303,98.06407
25370156,COUNTRY,New Zealand,2000,Male,319.776,280.69,360.2146
25370157,COUNTRY,New Zealand,2010,Female,115.9001,96.75915,137.8788
25370998,COUNTRY,Oman,2015,Male,585.4813,510.547,661.4498
25370999,COUNTRY,Oman,2001,Both sexes,514,418,611
25371000,COUNTRY,Oman,2006,Male,576.3635,485.2291,667.4979
25371001,COUNTRY,Oman,2007,Both sexes,823,697,948
25371002,COUNTRY,Oman,2003,Female,112.6672,92.62909,132.5163
25371003,COUNTRY,Oman,2005,Both sexes,710,591,829
25371004,COUNTRY,Oman,2002,Female,115.1981,94.20042,136.1957
25371005,COUNTRY,Oman,2006,Female,125.6365,105.7709,145.5021
25371006,COUNTRY,Oman,2012,Male,991.1376,857.7477,1125.372
25371007,COUNTRY,Oman,2019,Female,79.48756,70.18565,89.04589
25371008,COUNTRY,Oman,2010,Female,132.7017,113.8976,151.54
25371009,COUNTRY,Oman,2009,Female,156.5625,133.997,179.1786
25371010,COUNTRY,Oman,2002,Both sexes,598,489,707
25371011,COUNTRY,Oman,2001,Female,99.84472,81.19668,118.687
25371012,COUNTRY,Oman,2009,Male,863.4375,738.9897,988.1649
25371013,COUNTRY,Oman,2011,Male,921.3606,791.0672,1051.654
25371014,COUNTRY,Oman,2007,Male,688.1036,582.7561,792.6151
25371015,COUNTRY,Oman,2013,Female,147.5614,127.8029,167.4767
25371016,COUNTRY,Oman,2015,Both sexes,696,606.9207,786.3087
25371017,COUNTRY,Oman,2012,Both sexes,1174,1016,1333
25371018,COUNTRY,Oman,2018,Female,99.88608,87.92327,112.1347
25371019,COUNTRY,Oman,2009,Both sexes,1020,872.9867,1167.344
25371020,COUNTRY,Oman,2000,Female,98.44038,79.80078,117.2741
25371021,COUNTRY,Oman,2007,Female,134.8964,114.2439,155.3849
25371022,COUNTRY,Oman,2016,Male,600.4375,525.2348,676.9198
25371023,COUNTRY,Oman,2005,Male,579.7354,482.5685,676.9024
25371024,COUNTRY,Oman,2011,Both sexes,1089,935,1243
25371025,COUNTRY,Oman,2001,Male,414.1553,336.8033,492.313
25371026,COUNTRY,Oman,2002,Male,482.8019,394.7996,570.8043
25371027,COUNTRY,Oman,2000,Both sexes,507,411,604
25371028,COUNTRY,Oman,2004,Male,534.7476,442.7742,626.7209
25371029,COUNTRY,Oman,2014,Both sexes,841,731.0573,952.1213
25371030,COUNTRY,Oman,2018,Male,557.1139,490.3915,625.4303
25371031,COUNTRY,Oman,2004,Both sexes,657,544,770
25371032,COUNTRY,Oman,2019,Male,447.5124,395.143,501.3256
25371033,COUNTRY,Oman,2008,Both sexes,980,837,1124
25371034,COUNTRY,Oman,2017,Both sexes,660,579.1464,742.5011
25371035,COUNTRY,Oman,2010,Male,712.2983,611.3638,813.4157
25371036,COUNTRY,Oman,2000,Male,408.5596,331.1992,486.7259
25371037,COUNTRY,Oman,2003,Male,483.3328,397.3709,568.4837
25371038,COUNTRY,Oman,2019,Both sexes,527,465.3286,590.3715
25371039,COUNTRY,Oman,2004,Female,122.2524,101.2258,143.2791
25371040,COUNTRY,Oman,2005,Female,130.2646,108.4315,152.0976
25371041,COUNTRY,Oman,2014,Female,133.3635,115.9291,150.9848
25371042,COUNTRY,Oman,2013,Male,793.4386,687.1971,900.5233
25371043,COUNTRY,Oman,2013,Both sexes,941,815,1068
25371044,COUNTRY,Oman,2015,Female,110.5187,96.37365,124.8589
25371045,COUNTRY,Oman,2012,Female,182.8624,158.2523,207.6282
25371046,COUNTRY,Oman,2014,Male,707.6365,615.1282,801.1365
25371047,COUNTRY,Oman,2016,Female,112.5625,98.46447,126.9005
25371048,COUNTRY,Oman,2003,Both sexes,596,490,701
25371049,COUNTRY,Oman,2008,Female,149.6918,127.849,171.6874
25371050,COUNTRY,Oman,2016,Both sexes,713,623.6992,803.8203
25371051,COUNTRY,Oman,2008,Male,830.3082,709.151,952.3126
25371052,COUNTRY,Oman,2006,Both sexes,702,591,813
25371053,COUNTRY,Oman,2017,Male,557.642,489.3277,627.3481
25371054,COUNTRY,Oman,2011,Female,167.6394,143.9328,191.3459
25371055,COUNTRY,Oman,2017,Female,102.358,89.81862,115.153
25371056,COUNTRY,Oman,2010,Both sexes,845,725.2613,964.9557
25371057,COUNTRY,Oman,2018,Both sexes,657,578.3147,737.565
25371898,COUNTRY,Pakistan,2003,Both sexes,21436,17767,25106
25371899,COUNTRY,Pakistan,2008,Female,11544.54,9920.363,13169.18
25371900,COUNTRY,Pakistan,2011,Female,12739.93,11024.58,14455.28
25371901,COUNTRY,Pakistan,2000,Male,10511.97,8622.074,12402.4
25371902,COUNTRY,Pakistan,2018,Female,13106.64,11005.4,15139.22
25371903,COUNTRY,Pakistan,2009,Female,12038.85,10372.17,13706
25371904,COUNTRY,Pakistan,2010,Male,14001.04,12104.56,15898.05
25371905,COUNTRY,Pakistan,2010,Both sexes,26356,22786,29927
25371906,COUNTRY,Pakistan,2005,Male,12289.31,10451.33,14127.29
25371907,COUNTRY,Pakistan,2017,Male,14637.97,12304.92,16916.07
25371908,COUNTRY,Pakistan,2009,Male,13488.15,11620.83,15356
25371909,COUNTRY,Pakistan,2012,Female,12202.77,10291.31,14114.24
25371910,COUNTRY,Pakistan,2019,Female,13239.82,11104.84,15285.78
25371911,COUNTRY,Pakistan,2013,Both sexes,26219,22118,30320
25371912,COUNTRY,Pakistan,2005,Both sexes,23128,19669,26587
25371913,COUNTRY,Pakistan,2000,Both sexes,19857,16287,23428
25371914,COUNTRY,Pakistan,2014,Both sexes,26457,22321,30594
25371915,COUNTRY,Pakistan,2017,Female,12980.96,10912.01,15001.19
25371916,COUNTRY,Pakistan,2015,Female,12669.96,10682.14,14657.79
25371917,COUNTRY,Pakistan,2015,Male,14323.04,12075.86,16570.21
25371918,COUNTRY,Pakistan,2000,Female,9345.026,7664.926,11025.6
25371919,COUNTRY,Pakistan,2002,Both sexes,21066,17252,24880
25371920,COUNTRY,Pakistan,2006,Male,12129.74,10351.74,13907.21
25371921,COUNTRY,Pakistan,2004,Male,11863.74,9918.469,13808.49
25371922,COUNTRY,Pakistan,2002,Female,9988.827,8180.35,11797.3
25371923,COUNTRY,Pakistan,2018,Male,14791.42,12420.08,17085.28
25371924,COUNTRY,Pakistan,2001,Female,9690.348,7968.881,11411.82
25371925,COUNTRY,Pakistan,2010,Female,12354.96,10681.44,14028.95
25371926,COUNTRY,Pakistan,2009,Both sexes,25527,21993,29062
25371927,COUNTRY,Pakistan,2008,Both sexes,24430,20993,27868
25371928,COUNTRY,Pakistan,2015,Both sexes,26993,22758,31228
25371929,COUNTRY,Pakistan,2014,Male,14039.3,11844.55,16234.58
25371930,COUNTRY,Pakistan,2019,Male,14930.43,12522.83,17237.64
25371931,COUNTRY,Pakistan,2008,Male,12885.46,11072.64,14698.82
25371932,COUNTRY,Pakistan,2006,Both sexes,23052,19673,26430
25371933,COUNTRY,Pakistan,2004,Female,10677.26,8926.531,12427.51
25371934,COUNTRY,Pakistan,2002,Male,11077.17,9071.65,13082.7
25371935,COUNTRY,Pakistan,2001,Male,10799.65,8881.119,12718.18
25371936,COUNTRY,Pakistan,2003,Female,10170.11,8429.39,11911.31
25371937,COUNTRY,Pakistan,2017,Both sexes,27618.93,23216.93,31917.26
25371938,COUNTRY,Pakistan,2016,Both sexes,27582,23211,31876
25371939,COUNTRY,Pakistan,2001,Both sexes,20490,16850,24130
25371940,COUNTRY,Pakistan,2006,Female,10922.26,9321.256,12522.79
25371941,COUNTRY,Pakistan,2011,Both sexes,27064,23420,30708
25371942,COUNTRY,Pakistan,2011,Male,14324.07,12395.42,16252.72
25371943,COUNTRY,Pakistan,2013,Female,12359.6,10426.4,14292.81
25371944,COUNTRY,Pakistan,2007,Both sexes,23592,20221,26963
25371945,COUNTRY,Pakistan,2004,Both sexes,22541,18845,26236
25371946,COUNTRY,Pakistan,2003,Male,11265.89,9337.61,13194.69
25371947,COUNTRY,Pakistan,2019,Both sexes,28170.26,23627.67,32523.42
25371948,COUNTRY,Pakistan,2018,Both sexes,27898.07,23425.47,32224.5
25371949,COUNTRY,Pakistan,2012,Male,13716.23,11567.69,15864.76
25371950,COUNTRY,Pakistan,2012,Both sexes,25919,21859,29979
25371951,COUNTRY,Pakistan,2013,Male,13859.4,11691.6,16027.19
25371952,COUNTRY,Pakistan,2016,Female,12960.33,10906.47,14978.01
25371953,COUNTRY,Pakistan,2016,Male,14621.67,12304.53,16897.99
25371954,COUNTRY,Pakistan,2014,Female,12417.7,10476.45,14359.42
25371955,COUNTRY,Pakistan,2007,Male,12476.64,10693.89,14259.4
25371956,COUNTRY,Pakistan,2005,Female,10838.69,9217.668,12459.71
25371957,COUNTRY,Pakistan,2007,Female,11115.36,9527.112,12703.6
25372798,COUNTRY,Panama,2015,Both sexes,565,467.6144,677.7889
25372799,COUNTRY,Panama,2006,Female,120.0928,95.01816,150.068
25372800,COUNTRY,Panama,2003,Both sexes,495,420.6333,578.1454
25372801,COUNTRY,Panama,2018,Male,476.6512,349.419,632.6196
25372802,COUNTRY,Panama,2016,Both sexes,575,470.6017,695.0612
25372803,COUNTRY,Panama,2007,Male,423.595,364.523,488.1835
25372804,COUNTRY,Panama,2018,Both sexes,580.1575,421.1468,776.266
25372805,COUNTRY,Panama,2007,Both sexes,506,430.0624,590.6607
25372806,COUNTRY,Panama,2011,Both sexes,519,437.2543,609.8862
25372807,COUNTRY,Panama,2010,Male,391.9803,334.2381,453.8858
25372808,COUNTRY,Panama,2000,Both sexes,468,396.885,546.7858
25372809,COUNTRY,Panama,2001,Both sexes,477,403.8929,558.0275
25372810,COUNTRY,Panama,2014,Female,105.9602,82.86884,133.7758
25372811,COUNTRY,Panama,2008,Female,100.6821,79.61618,125.6601
25372812,COUNTRY,Panama,2019,Male,484.4978,337.8135,670.2824
25372813,COUNTRY,Panama,2000,Female,75.00087,59.74178,92.2925
25372814,COUNTRY,Panama,2002,Both sexes,495,417.4595,582.9594
25372815,COUNTRY,Panama,2015,Female,106.8072,82.46447,135.9915
25372816,COUNTRY,Panama,2015,Male,458.1928,385.15,541.7974
25372817,COUNTRY,Panama,2010,Both sexes,481,404.0162,565.6323
25372818,COUNTRY,Panama,2008,Both sexes,541,455.9498,634.8018
25372819,COUNTRY,Panama,2002,Male,395.0742,338.3244,458.4529
25372820,COUNTRY,Panama,2010,Female,89.01971,69.77812,111.7465
25372821,COUNTRY,Panama,2017,Male,454.557,352.6788,573.7082
25372822,COUNTRY,Panama,2019,Female,106.6655,71.07238,152.8034
25372823,COUNTRY,Panama,2005,Both sexes,459,387.409,540.9633
25372824,COUNTRY,Panama,2003,Male,395.3096,341.806,454.4111
25372825,COUNTRY,Panama,2012,Male,443.0118,376.4594,515.6486
25372826,COUNTRY,Panama,2003,Female,99.69038,78.82733,123.7343
25372827,COUNTRY,Panama,2016,Female,100.3248,76.12945,128.6158
25372828,COUNTRY,Panama,2012,Both sexes,532,446.0904,626.7918
25372829,COUNTRY,Panama,2004,Female,72.54295,57.01099,91.03055
25372830,COUNTRY,Panama,2006,Male,423.9072,365.2364,488.6078
25372831,COUNTRY,Panama,2017,Female,96.37917,70.33312,129.3128
25372832,COUNTRY,Panama,2018,Female,103.5064,71.72783,143.6464
25372833,COUNTRY,Panama,2000,Male,392.9991,337.1433,454.4933
25372834,COUNTRY,Panama,2008,Male,440.3179,376.3336,509.1417
25372835,COUNTRY,Panama,2013,Female,90.87622,71.60353,114.2375
25372836,COUNTRY,Panama,2009,Male,415.6343,352.3002,482.214
25372837,COUNTRY,Panama,2011,Female,80.48934,62.86316,101.6292
25372838,COUNTRY,Panama,2009,Female,69.36573,54.80906,86.80361
25372839,COUNTRY,Panama,2007,Female,82.40504,65.53941,102.4772
25372840,COUNTRY,Panama,2006,Both sexes,544,460.2545,638.6759
25372841,COUNTRY,Panama,2001,Male,386.8721,332.5111,446.467
25372842,COUNTRY,Panama,2014,Both sexes,554,463.7077,657.3778
25372843,COUNTRY,Panama,2004,Both sexes,454,386.3719,531.3018
25372844,COUNTRY,Panama,2013,Both sexes,494,415.2212,583.7291
25372845,COUNTRY,Panama,2017,Both sexes,550.9361,423.0119,703.021
25372846,COUNTRY,Panama,2016,Male,474.6752,394.4723,566.4454
25372847,COUNTRY,Panama,2005,Female,91.21276,71.49733,115.1056
25372848,COUNTRY,Panama,2004,Male,381.4571,329.361,440.2713
25372849,COUNTRY,Panama,2012,Female,88.98818,69.63099,111.1432
25372850,COUNTRY,Panama,2009,Both sexes,485,407.1092,569.0176
25372851,COUNTRY,Panama,2001,Female,90.1279,71.38182,111.5604
25372852,COUNTRY,Panama,2005,Male,367.7872,315.9117,425.8578
25372853,COUNTRY,Panama,2002,Female,99.92583,79.13507,124.5065
25372854,COUNTRY,Panama,2013,Male,403.1238,343.6177,469.4916
25372855,COUNTRY,Panama,2011,Male,438.5107,374.3911,508.257
25372856,COUNTRY,Panama,2014,Male,448.0398,380.8389,523.602
25372857,COUNTRY,Panama,2019,Both sexes,591.1633,408.8859,823.0858
25373698,COUNTRY,Peru,2013,Both sexes,4167,3822,4512
25373699,COUNTRY,Peru,2014,Both sexes,4078,3731,4425
25373700,COUNTRY,Peru,2004,Male,3014.789,2755.384,3274.906
25373701,COUNTRY,Peru,2010,Female,1067.668,995.9692,1139.366
25373702,COUNTRY,Peru,2003,Both sexes,3827,3495,4159
25373703,COUNTRY,Peru,2002,Both sexes,3925,3584,4266
